dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
13K412,2,Brooklyn Community Arts & Media High School (BCAM),,"300 Willoughby Avenue, Brooklyn NY 11205 (40.692015,-73.95818)",bcamhs.org,451,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Extended Year,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15577,"40.692015,-73.95818",40.692015,-73.95818,0.1,"Brooklyn Community Arts and Media, Brooklyn Community Arts & Media High School (BCAM) ASD Horizon Program"
13K419,6,"Science Skills Center High School for Science, Technology and the Creative Arts",,"49 Flatbush Avenue Extension, Brooklyn NY 11201 (40.69733,-73.984528)",https://scienceskillscenterhs.org/,591,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19013,"40.69733,-73.984528",40.69733,-73.984528,0.3,"Science Skills Center, Gateway Honors, Project Lead the Way, Humanities and the Arts, Early College Pharmacology, Computer Technology"
13K430,1,Brooklyn Technical High School,,"29 Ft Greene Place, Brooklyn NY 11217 (40.688896,-73.976435)",bths.edu,6040,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17579,"40.688896,-73.976435",40.688896,-73.976435,0.05,Brooklyn Technical High School
13K439,1,Brooklyn International High School,,"49 Flatbush Avenue Extension, Brooklyn NY 11201 (40.69733,-73.984528)",http://www.mybihs.org/,338,"College Trips,Community School,Extended Day Program,Internship Expected",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15510,"40.69733,-73.984528",40.69733,-73.984528,0.05,Brooklyn International High School
13K483,1,"Urban Assembly School for Law and Justice, The",,"283 Adams Street, Brooklyn NY 11201 (40.694629,-73.988323)",sljhs.org,445,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14773,"40.694629,-73.988323",40.694629,-73.988323,0.05,Urban Assembly School for Law and Justice
13K527,1,Urban Assembly Institute of Math and Science for Young Women,Priority to English Language Learners (ELLs) for 18% of seats: first to continuing 8th grade ELL students and then to New York City ELL students,"283 Adams Street, Brooklyn NY 11201 (40.694629,-73.988323)",www.uainstitute.org,475,"10th Grade Seats Available,College Trips,Diversity in Admissions,Dress Code,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15249,"40.694629,-73.988323",40.694629,-73.988323,0.05,The Urban Assembly Institute of Math and Science
13K553,1,Brooklyn Academy High School,,"832 Marcy Avenue, Brooklyn NY 11216 (40.678478,-73.931604)",www.brooklynacademyhs.org,146,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19775,"40.678478,-73.931604",40.678478,-73.931604,0.05,Brooklyn Academy High School
13K594,1,Gotham Professional Arts Academy,,"561 Grand Avenue, Brooklyn NY 11238 (40.678591,-73.961636)",www.gothamacademy.org,152,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17621,"40.678591,-73.961636",40.678591,-73.961636,0.05,Gotham Professional Arts Academy
13K595,2,Bedford Academy High School,,"1119 Bedford Avenue, Brooklyn NY 11216 (40.685486,-73.953692)",bedfordacademyhs.org,392,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18892,"40.685486,-73.953692",40.685486,-73.953692,0.1,"Technology, Health Professions"
13K605,6,George Westinghouse Career and Technical Education High School,,"105 Tech Place, Brooklyn NY 11201 (40.695444,-73.986105)",www.westinghousehs.org,753,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15835,"40.695444,-73.986105",40.695444,-73.986105,0.3,"Computer Science, Culinary Arts, Electrical Installation and Practice, Brooklyn STEAM Center, Computer Systems Support, George Westinghouse Career and Technical Education D75 Inclusion Program"
13K616,1,Brooklyn High School for Leadership and Community Service,,"300 Willoughby Avenue, Brooklyn NY 11205 (40.6926,-73.9588)",www.brooklynleadershiphs.com,177,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Saturday School",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19776,"40.6926,-73.9588",40.6926,-73.9588,0.05,Brooklyn High School for Leadership and Community Service
13K670,3,Benjamin Banneker Academy,,"71-77 Clinton Avenue, Brooklyn NY 11205 (40.695389,-73.968759)",Benjaminbanneker.nyc,815,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17312,"40.695389,-73.968759",40.695389,-73.968759,0.15,"Humanities, Pre-Engineering, Pre-Medicine"
13K674,1,"City Polytechnic High School of Engineering, Architecture, and Technology",,"105 Tech Place, Brooklyn NY 11201 (40.695444,-73.986105)",www.citypolyhs.org,433,"Career and Technical Education (CTE),Early College",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14842,"40.695444,-73.986105",40.695444,-73.986105,0.05,"City Polytechnic High School of Engineering, Architecture and Technology"
14K071,6,Juan Morel Campos Secondary School,,"215 Heyward Street, Brooklyn NY 11206 (40.703996,-73.953304)",https://www.juanmorelcampos.com/,482,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17998,"40.703996,-73.953304",40.703996,-73.953304,0.3,"Visual Art and Design, Performing Arts (Dance, Music, and Theater), Juan Morel Campos Secondary School ASD Nest Program, Juan Morel Campos Secondary School D75 Inclusion Program, Juan Morel Campos Secondary School, Juan Morel Campos Secondary School The Yiddish ACES 12:1:1 Program"
14K449,1,"Brooklyn Latin School, The",,"223 Graham Avenue, Brooklyn NY 11206 (40.709765,-73.944463)",brooklynlatin.org,785,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/14999,"40.709765,-73.944463",40.709765,-73.944463,0.05,Brooklyn Latin School
14K454,3,"Williamsburg High School of Art and Technology, The",,"223 Graham Avenue, Brooklyn NY 11206 (40.709765,-73.944463)",whsat.org,310,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17346,"40.709765,-73.944463",40.709765,-73.944463,0.15,"Digital Media and Web Design, Liberal Arts and Technology, Spanish Bilingual Computer Science and Technology"
14K474,3,PROGRESS High School for Professional Careers,,"850 Grand Street, Brooklyn NY 11211 (40.711134,-73.938921)",https://www.progresshighschool.com,633,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18600,"40.711134,-73.938921",40.711134,-73.938921,0.15,"STEM Professional Careers, Aspiring Teachers, Instrumental Music and Art"
14K477,3,East Williamsburg Scholars Academy,,"850 Grand Street, Brooklyn NY 11211 (40.711134,-73.938921)",www.ew-sa.org,291,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19241,"40.711134,-73.938921",40.711134,-73.938921,0.15,"Law Enforcement Academy, Computer Forensics Program, Instrumental Music"
14K478,4,"High School for Enterprise, Business and Technology, The",,"850 Grand Street, Brooklyn NY 11211 (40.711134,-73.938921)",www.ebtbrooklyn.com,776,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18749,"40.711134,-73.938921",40.711134,-73.938921,0.2,"Computer Science/Networking, Business & Finance, International Baccalaureate Diploma Program, Music Major"
14K488,1,Brooklyn Preparatory High School,,"257 North 6th Street, Brooklyn NY 11211 (40.715561,-73.954815)",http://www.brooklynprephs.org/,532,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17724,"40.715561,-73.954815",40.715561,-73.954815,0.05,Brooklyn Preparatory High School
14K558,1,Williamsburg High School for Architecture and Design,"Priority to applicants eligible for free lunch for 63% of seats: first to Brooklyn students or residents, and then to New York City residents","257 North 6th Street, Brooklyn NY 11211 (40.715561,-73.954815)",www.whsad.org,587,"Career and Technical Education (CTE),College Trips,Community School,Diversity in Admissions,Online Grading System,Orientation,Summer Internships",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17429,"40.715561,-73.954815",40.715561,-73.954815,0.05,Architecture and Design
14K561,1,Williamsburg Preparatory School,Priority to applicants eligible for free lunch for 63% of seats,"257 North 6th Street, Brooklyn NY 11211 (40.715561,-73.954815)",williamsburgprep.com,692,"10th Grade Seats Available,College Trips,Diversity in Admissions,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17782,"40.715561,-73.954815",40.715561,-73.954815,0.05,Williamsburg Preparatory School
14K586,1,Lyons Community School,,"223 Graham Avenue, Brooklyn NY 11206 (40.709765,-73.944463)",www.lyonscommunityschool.org,431,"10th Grade Seats Available,College Trips,Community School,Health Center,Online Grading System,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/14847,"40.709765,-73.944463",40.709765,-73.944463,0.05,Lyons Community School
14K610,3,A-TECH High School,,"50 Bedford Avenue, Brooklyn NY 11222 (40.721448,-73.953328)",https://www.atechhs.org,304,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Tutoring,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16902,"40.721448,-73.953328",40.721448,-73.953328,0.15,"Academy of Automotive Specialists, Academy of Arts and Media, Academy of Computer Science/Software Engineering"
14K614,1,Young Women's Leadership School of Brooklyn (TYWLS),,"325 Bushwick Avenue, Brooklyn NY 11206 (40.705005,-73.93879)",https://www.tywlsbrooklyn.org/,385,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16086,"40.705005,-73.93879",40.705005,-73.93879,0.05,The Young Women's Leadership School of Brooklyn
14K685,1,El Puente Academy for Peace and Justice,,"250 Hooper Street, Brooklyn NY 11211 (40.70554,-73.955741)",elpuente.us,226,"College Trips,Community Service Expected,Extended Day Program,Internship Expected,Internships Available,Online Grading System,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18276,"40.70554,-73.955741",40.70554,-73.955741,0.05,El Puente Academy for Peace and Justice
15K423,1,Brooklyn Frontiers High School,,"112 Schermerhorn Street, Brooklyn NY 11201 (40.690007,-73.989369)",www.brooklynfrontiers.org,186,,Not Accessible,https://www.myschools.nyc/en/schools/high-school/17919,"40.690007,-73.989369",40.690007,-73.989369,0.05,Brooklyn Frontiers High School
15K429,1,Digital Arts and Cinema Technology High School,,"284 Baltic Street, Brooklyn NY 11201 (40.685006,-73.993293)",www.digitaltechhs.org,285,"College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16901,"40.685006,-73.993293",40.685006,-73.993293,0.05,Digital Cinema Production and Digital Arts
15K448,1,Brooklyn Collaborative Studies,"Priority to applicants eligible for free or reduced price lunch, students in temporary housing, and English Language Learners, for 76% of seats","610 Henry Street, Brooklyn NY 11231 (40.679462,-74.002022)",www.bcs448.org,640,"10th Grade Seats Available,College Trips,Diversity in Admissions,Internship Expected,Online Grading System,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16513,"40.679462,-74.002022",40.679462,-74.002022,0.05,Brooklyn Collaborative Studies
15K462,1,John Jay School for Law,,"237 7th Avenue, Brooklyn NY 11215 (40.669255,-73.97858)",https://www.johnjaylawhs.org/,439,"10th Grade Seats Available,College Trips,Extended Day Program,Online Grading System,Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15975,"40.669255,-73.97858",40.669255,-73.97858,0.05,John Jay School for Law
15K463,1,Cyberarts Studio Academy,,"237 7th Avenue, Brooklyn NY 11215 (40.669255,-73.97858)",www.schools.nyc.gov/schools/K463,270,"10th Grade Seats Available,College Trips,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19405,"40.669255,-73.97858",40.669255,-73.97858,0.05,CYBERaRTS Studio Academy
15K464,1,Park Slope Collegiate,,"237 7th Avenue, Brooklyn NY 11215 (40.669255,-73.97858)",parkslopecollegiate.org,668,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15061,"40.669255,-73.97858",40.669255,-73.97858,0.05,College Preparatory
15K497,2,"Boerum Hill School for International Studies, The",,"284 Baltic Street, Brooklyn NY 11201 (40.685006,-73.993293)",http://k497.org/,812,"Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16247,"40.685006,-73.993293",40.685006,-73.993293,0.1,"International Baccalaureate, College, Career & Culinary"
15K519,3,Cobble Hill School of American Studies,,"347 Baltic Street, Brooklyn NY 11201 (40.684869,-73.990884)",cobblehillhighschool.org,512,"10th Grade Seats Available,Career and Technical Education (CTE),Community School",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19659,"40.684869,-73.990884",40.684869,-73.990884,0.15,"Biomedical Sciences/Health Careers, Pre-Law Institute/American Studies, Cobble Hill School of American Studies D75 Inclusion Program"
15K592,2,Khalil Gibran International Academy,,"362 Schermerhorn Street, Brooklyn NY 11217 (40.686147,-73.979829)",https://www.khalilgibranhs.org,189,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Internships,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15150,"40.686147,-73.979829",40.686147,-73.979829,0.1,"Liberal Arts Track, International Baccalaureate Program (IB"
15K656,5,Brooklyn High School of the Arts,,"345 Dean Street, Brooklyn NY 11217 (40.683951,-73.980266)",http://www.brooklynartshs.nyc/,930,"10th Grade Seats Available,College Trips,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16687,"40.683951,-73.980266",40.683951,-73.980266,0.25,"Visual Arts, Instrumental Music, Dance, Vocal Music, Drama"
15K667,2,Sunset Park High School,,"153 35th Street, Brooklyn NY 11232 (40.655583,-74.004342)",http://www.sunsetparkhighschool.org,1239,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Extended Year,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16593,"40.655583,-74.004342",40.655583,-74.004342,0.1,"Sunset Park High School, Sunset Park High School D75 Inclusion Program"
15K684,2,Millennium Brooklyn High School,Priority to applicants eligible for free or reduced price lunch for 66% of seats,"237 7th Avenue, Brooklyn NY 11215 (40.669255,-73.97858)",www.millenniumbrooklynhs.org,684,"10th Grade Seats Available,Diversity in Admissions",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19283,"40.669255,-73.97858",40.669255,-73.97858,0.1,"Millennium Brooklyn, Millennium Brooklyn HS ASD Nest Program"
16K455,5,Boys and Girls High School,,"1700 Fulton Street, Brooklyn NY 11213 (40.678478,-73.931604)",boysandgirlshs.org,452,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Dress Code,Extended Day Credit Recovery,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17742,"40.678478,-73.931604",40.678478,-73.931604,0.25,"Brooklyn STEAM Center, Smart Scholars Early College Program, Institute for Career & Technical Education, Boys and Girls High School ACES 12:1:1 Program, Zoned"
16K498,2,Brooklyn High School for Law and Technology,,"1396 Broadway, Brooklyn NY 11221 (40.688399,-73.920603)",https://www.bklawtech.com/,578,"10th Grade Seats Available,College Trips,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18964,"40.688399,-73.920603",40.688399,-73.920603,0.1,"Law Program, Computer Technology"
16K688,1,"Brooklyn Academy of Global Finance, The",,"125 Stuyvesant Avenue, Brooklyn NY 11221 (40.691467,-73.932254)",www.bkagf.org,126,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Dress Code,Extended Day Program,Extended Day Tutoring,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17870,"40.691467,-73.932254",40.691467,-73.932254,0.05,Brooklyn Academy of Global Finance
16K765,1,Nelson Mandela High School,,"1700 Fulton Street, Brooklyn NY 11213 (40.678478,-73.931604)",http://mandelaschoolnyc.org/about/,231,"College Trips,Health Center,Internships Available,Online Grading System,Summer Bridge,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15033,"40.678478,-73.931604",40.678478,-73.931604,0.05,Nelson Mandela School for Social Justice
17K122,1,Pathways in Technology Early College High School (P-TECH),,"150 Albany Avenue, Brooklyn NY 11213 (40.675905,-73.939282)",https://www.ptechnyc.org/,574,"Career and Technical Education (CTE),Early College,LYFE (Living For The Young Family Through Education)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18534,"40.675905,-73.939282",40.675905,-73.939282,0.05,Pathways in Technology Early College High School
17K382,1,Academy for College Preparation and Career Exploration: A College Board School,,"911 Flatbush Avenue, Brooklyn NY 11226 (40.649602,-73.957173)",www.academyforcollegeprep.com,346,"College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Extended Year,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19323,"40.649602,-73.957173",40.649602,-73.957173,0.05,Academy for College Preparation and Career Exploration
17K408,1,Academy of Hospitality and Tourism,,"911 Flatbush Avenue, Brooklyn NY 11226 (40.649602,-73.957173)",http://aohterasmus.org/,244,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15197,"40.649602,-73.957173",40.649602,-73.957173,0.05,"Culinary Arts, Business, Hospitality, and Tourism"
17K524,1,International High School at Prospect Heights,,"883 Classon Avenue, Brooklyn NY 11225 (40.669805,-73.960689)",https://www.schools.nyc.gov/schools/K524,370,"10th Grade Seats Available,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15362,"40.669805,-73.960689",40.669805,-73.960689,0.05,International High School at Prospect Heights
17K528,4,"High School for Global Citizenship, The",,"883 Classon Avenue, Brooklyn NY 11225 (40.669805,-73.960689)",https://www.hs-gc.org/,222,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Internships Available,LYFE (Living For The Young Family Through Education),Summer Bridge,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15774,"40.669805,-73.960689",40.669805,-73.960689,0.2,"Engineering, Biomedical Science, Computer Science, Brooklyn STEAM Center"
17K531,1,"School for Human Rights, The",,"600 Kingston Avenue, Brooklyn NY 11203 (40.658671,-73.943839)",www.tsfhr.org,326,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18196,"40.658671,-73.943839",40.658671,-73.943839,0.05,Human Rights & Technology
17K537,2,High School for Youth and Community Development at Erasmus,,"911 Flatbush Avenue, Brooklyn NY 11226 (40.649602,-73.957173)",ycdhs.org,466,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16866,"40.649602,-73.957173",40.649602,-73.957173,0.1,"College and Career Exploration, 21st Century Design and Communication"
17K539,1,High School for Service & Learning at Erasmus,,"911 Flatbush Avenue, Brooklyn NY 11226 (40.649602,-73.957173)",https://www.schools.nyc.gov/schools/K539,299,10th Grade Seats Available,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18427,"40.649602,-73.957173",40.649602,-73.957173,0.05,High School for Service & Learning
17K543,1,"Science, Technology and Research Early College High School at Erasmus (STAR)",,"911 Flatbush Avenue, Brooklyn NY 11226 (40.649602,-73.957173)",https://starearlycollege.org/,624,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Early College,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17874,"40.649602,-73.957173",40.649602,-73.957173,0.05,Early College
17K546,3,High School for Public Service: Heroes of Tomorrow,,"600 Kingston Avenue, Brooklyn NY 11203 (40.658671,-73.943839)",https://www.highschoolforpublicservice.com/,475,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/18395,"40.658671,-73.943839",40.658671,-73.943839,0.15,"Law Academy-HSPS, Medical Science and Careers Academy, Urban Farming and Agricultural Sciences"
17K547,1,Brooklyn Academy of Science and the Environment (BASE),,"883 Classon Avenue, Brooklyn NY 11225 (40.669805,-73.960689)",basehighschool.org,342,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18996,"40.669805,-73.960689",40.669805,-73.960689,0.05,Science Exploration Program
17K548,1,Brooklyn School for Music & Theatre,,"883 Classon Avenue, Brooklyn NY 11225 (40.669805,-73.960689)",bkmusicntheatre.com,278,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Extended Year,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16672,"40.669805,-73.960689",40.669805,-73.960689,0.05,Performing and Visual Arts
17K590,1,Medgar Evers College Preparatory School,,"1186 Carroll Street, Brooklyn NY 11225 (40.66679,-73.951823)",mecps.org,1414,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Orientation,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19260,"40.66679,-73.951823",40.66679,-73.951823,0.05,"Science, Math and Technology"
17K600,5,Clara Barton High School,,"901 Classon Avenue, Brooklyn NY 11225 (40.669805,-73.960689)",https://www.clarabartonhs.org/,1253,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19526,"40.669805,-73.960689",40.669805,-73.960689,0.25,"Health Career Professions, Bilingual Haitian Creole, Gateway Honors, Clara Barton High School D75 Inclusion Program, Clara Barton High School ACES 15:1 Program"
17K646,1,Aspirations Diploma Plus High School,,"402 Eastern Parkway, Brooklyn NY 11225 (0,0)",www.aspirations-the-dream.com,200,"10th Grade Seats Available,Extended Day Program,Extended Day Tutoring,Internships Available,Student Parent Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19777,"0,0",0,0,0.05,Aspirations Diploma Plus High School
17K745,1,Brooklyn Institute for Liberal Arts (BILA),,"600 Kingston Avenue, Brooklyn NY 11203 (40.658671,-73.943839)",http://www.bilanyc.net,461,,Not Accessible,https://www.myschools.nyc/en/schools/high-school/16455,"40.658671,-73.943839",40.658671,-73.943839,0.05,"Humanities, Arts & STEM"
17K751,1,Academy for Health Careers,,"150 Albany Avenue, Brooklyn NY 11213 (40.675905,-73.939282)",www.academyhc.org,277,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,LYFE (Living For The Young Family Through Education),Orientation,Summer Internships,Summer Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15950,"40.675905,-73.939282",40.675905,-73.939282,0.05,Academy for Health Careers
18K563,3,It Takes a Village Academy,,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",https://www.schools.nyc.gov/schools/K563,620,"10th Grade Seats Available,Community School",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19657,"40.647728,-73.922212",40.647728,-73.922212,0.15,"It Takes A Village Academy, Engineering Academy, Medical Professions & Science Academy"
18K566,1,Brooklyn Community High School for Excellence and Equity,,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.BrooklynXHighSchool.org,204,"10th Grade Seats Available,Community School",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19500,"40.634451,-73.916927",40.634451,-73.916927,0.05,"Science, Technology, Engineering, Arts and Math (STEAM) Program"
18K567,1,Brooklyn Theatre Arts High School,,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.btahs.org,338,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14768,"40.634451,-73.916927",40.634451,-73.916927,0.05,Theater Arts
18K569,1,Kurt Hahn Expeditionary Learning School,,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",www.kurthahnschool.org,259,"10th Grade Seats Available,College Trips,Community School,Extended Day Tutoring,Online Grading System,Orientation,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16263,"40.647728,-73.922212",40.647728,-73.922212,0.05,Kurt Hahn Expeditionary Learning School
