dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,rqr1,rqr2,rqr3,rqr4,rqr5,three_rqr,top_priority,ge_per_seat,lat,long,counter,ell,interest,code,id,extracurricular_activities,school_sports,language_classes,neighborhood,info,lunch,girls,boys,international,specialized,pbat,ptech,transfer,earlycollege,sport,academicopportunities1,number,offer_rate1,graduation_rate,overview_paragraph
30Q501,program5,Dance,19,31,NA,"Ballet, Modern Dance, Dance History, Choreography, and dance criticism courses; Jazz, Tap, Ballroom Dancing, Kinesiology, Anatomy, Career Management, and Dance Production courses; students attend live performances and take part in school productions.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16934,NA,NA,NA,NA,NA,NA,to NYC residents,19,40.756099,-73.925182,0,No ELL Programs,Performing Arts,Q40M,Q40M Dance,"The Environmental Club, The Debate Club, The Social Justice Club, The Chess Club, The Columbia Writing Club, The Step Team, Cheerleaders, Girls Who Code, International Thespian Society, Gender Sexuality Alliance, Yoga Club, My Brother's Keeper, My Sister's Keeper, Fashion Club, Key Club",,Spanish,Astoria,"30Q501,Frank Sinatra School of the Arts High School,Performing Arts,The Environmental Club,The Debate Club,The Social Justice Club,The Chess Club,The Columbia Writing Club,The Step Team,Cheerleaders,Girls Who Code,International Thespian Society,Gender Sexuality Alliance,Yoga Club,My Brother's Keeper,My Sister's Keeper,Fashion Club,Key Club,Spanish,Astoria",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Basketball,Outdoor Track,Soccer,Softball,Tennis,Volleyball","Advanced placement courses in math, science, social studies, ELA, and the arts",5,,0.94,"At Frank Sinatra School of the Arts (FSSA) High School every student receives a challenging academic and arts program. Students have the opportunity to take four years of science and math in addition to four years of English and social studies.  We also offer 14 AP courses across all subject areas. Our six studio arts programs (Dance, Drama, Film, Fine Art, Instrumental, Vocal) provide students an intensive pre-conservatory course of study that includes performance and exhibition opportunities, as well as the chance to explore the history, cultural significance, and aesthetics of their chosen art form. FSSA is a wonderfully diverse environment in which students are brought together through their common love of art and creative talent."
30Q501,program6,Drama,24,15,NA,"A four-year course of study that includes acting technique, scene study, speech for actors, dramatic writing, and course work in performing Shakespeare. The Drama Studio creates main-stage productions each year.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16934,NA,NA,NA,NA,NA,NA,to NYC residents,24,40.756099,-73.925182,0,No ELL Programs,Performing Arts,Q40N,Q40N Drama,"The Environmental Club, The Debate Club, The Social Justice Club, The Chess Club, The Columbia Writing Club, The Step Team, Cheerleaders, Girls Who Code, International Thespian Society, Gender Sexuality Alliance, Yoga Club, My Brother's Keeper, My Sister's Keeper, Fashion Club, Key Club",,Spanish,Astoria,"30Q501,Frank Sinatra School of the Arts High School,Performing Arts,The Environmental Club,The Debate Club,The Social Justice Club,The Chess Club,The Columbia Writing Club,The Step Team,Cheerleaders,Girls Who Code,International Thespian Society,Gender Sexuality Alliance,Yoga Club,My Brother's Keeper,My Sister's Keeper,Fashion Club,Key Club,Spanish,Astoria",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Basketball,Outdoor Track,Soccer,Softball,Tennis,Volleyball","Advanced placement courses in math, science, social studies, ELA, and the arts",6,,0.94,"At Frank Sinatra School of the Arts (FSSA) High School every student receives a challenging academic and arts program. Students have the opportunity to take four years of science and math in addition to four years of English and social studies.  We also offer 14 AP courses across all subject areas. Our six studio arts programs (Dance, Drama, Film, Fine Art, Instrumental, Vocal) provide students an intensive pre-conservatory course of study that includes performance and exhibition opportunities, as well as the chance to explore the history, cultural significance, and aesthetics of their chosen art form. FSSA is a wonderfully diverse environment in which students are brought together through their common love of art and creative talent."
30Q502,program1,Information Technology,5,8,Open only to Queens students or residents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Information Technology High School,NA,"21-16 44th Road, Long Island City NY 11101 (40.748502,-73.946488)",https://www.infotechhs.net,976,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16802,NA,NA,NA,NA,NA,NA,No Priority,5,40.748502,-73.946488,0,No ELL Programs,Computer Science & Technology,Q22A,Q22A Information Technology,"Art, Band, The Buddies Alliance, Climbing, Dance, Drama, Gamers, Martial Arts (sponsored by the RIIS  program), NHS, Peer tutoring, Safe Space, Student Govt, MSA",Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity,"Latin, Spanish",Hunters Point-Sunnyside,"30Q502,Information Technology High School,Computer Science & Technology,Art,Band,The Buddies Alliance,Climbing,Dance,Drama,Gamers,Martial Arts (sponsored by the RIIS  program),NHS,Peer tutoring,Safe Space,Student Govt,MSA,Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity,Latin,Spanish,Hunters Point-Sunnyside",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Fencing,Football,Outdoor Track,Soccer,Volleyball,Wrestling,Basketball,Bowling,Cross Country,Fencing,Indoor Track,Softball,Volleyball,Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity","Certifications presently offered: Adobe Certified Expert (ACE)- Photoshop, Premiere Pro, Dream Weaver, In Design, Illustrator.",1,,0.76999998,Information Technology High School (ITHS) is a state-of-the-art high school dedicated to preparing students to meet the demands of the 21st century. Technology is our chief focus and is offered as a specialty area of learning. Our goal is to ensure that all our graduates will be college and career ready with the skills necessary to succeed in tomorrow's world of work and to be true global citizens.
30Q502,program2,Information Technology High School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Information Technology High School,NA,"21-16 44th Road, Long Island City NY 11101 (40.748502,-73.946488)",https://www.infotechhs.net,976,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16802,NA,NA,NA,NA,NA,NA,No Priority,NA,40.748502,-73.946488,0,No ELL Programs,,Q22U,Q22U Information Technology High School D75 Inclusion Program,"Art, Band, The Buddies Alliance, Climbing, Dance, Drama, Gamers, Martial Arts (sponsored by the RIIS  program), NHS, Peer tutoring, Safe Space, Student Govt, MSA",Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity,"Latin, Spanish",Hunters Point-Sunnyside,"30Q502,Information Technology High School,Art,Band,The Buddies Alliance,Climbing,Dance,Drama,Gamers,Martial Arts (sponsored by the RIIS  program),NHS,Peer tutoring,Safe Space,Student Govt,MSA,Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity,Latin,Spanish,Hunters Point-Sunnyside",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Fencing,Football,Outdoor Track,Soccer,Volleyball,Wrestling,Basketball,Bowling,Cross Country,Fencing,Indoor Track,Softball,Volleyball,Baseball Boys Varsity  Basketball Boys Varsity  Basketball Girls Varsity  Bowling Girls Varsity  Cross Country Boys  Cross Country Girls  Fencing Boys Varsity  Fencing Girls Varsity  Football Boys Jr. Varsity  Football Boys Varsity  Indoor Track Boys  Indoor Track Girls  Outdoor Track Boys  Outdoor Track Girls  Soccer Boys Varsity  Softball Girls Varsity  Volleyball Boys Varsity  Volleyball Girls Varsity  Wrestling Boys Varsity","Certifications presently offered: Adobe Certified Expert (ACE)- Photoshop, Premiere Pro, Dream Weaver, In Design, Illustrator.",2,,0.76999998,Information Technology High School (ITHS) is a state-of-the-art high school dedicated to preparing students to meet the demands of the 21st century. Technology is our chief focus and is offered as a specialty area of learning. Our goal is to ensure that all our graduates will be college and career ready with the skills necessary to succeed in tomorrow's world of work and to be true global citizens.
30Q555,program1,Newcomers High School,3,3,Open only to Queens students or residents,"Intensive integrated English Language Arts and English as a New Language. Core subjects: science, social studies, and mathematics integrate English language development and English common core standards.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Newcomers High School,NA,"28-01 41st Avenue, Long Island City NY 11101 (40.751838,-73.936592)",newcomershs.schoolwires.net,792,"College Trips,Dress Code,Extended Day Program,Orientation,Summer Bridge,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15369,NA,NA,NA,NA,NA,NA,No Priority,3,40.751838,-73.936592,0,"Chinese, Spanish",Humanities & Interdisciplinary,Q98A,Q98A Newcomers High School,"Chorus, Concerts, GSA, Hip-Hop Dance, Human Rights, International Food Festival, Media/Video, Model UN, Multicultural Show, New Student Orientation, Orchestra, Peer Learning Program, Ping Pong, SAT Preparation, SAYA Youth Leadership Program, Science Research Club, Stage Production, Student Government, Theater, Tutoring in the After-School and Saturday Program, Video/Media Team, Yearbook Program, My Sister's Keeper, Lions Pride Club, Environmental Club, Book Club, Film and Discussing Club","Basketball, Soccer, Swimming, Volleyball, Cricket, Handball, Tennis","Mandarin, Spanish",Queensbridge-LIC,"30Q555,Newcomers High School,Humanities & Interdisciplinary,Chorus,Concerts,GSA,Hip-Hop Dance,Human Rights,International Food Festival,Media/Video,Model UN,Multicultural Show,New Student Orientation,Orchestra,Peer Learning Program,Ping Pong,SAT Preparation,SAYA Youth Leadership Program,Science Research Club,Stage Production,Student Government,Theater,Tutoring in the After-School and Saturday Program,Video/Media Team,Yearbook Program,My Sister's Keeper,Lions Pride Club,Environmental Club,Book Club,Film and Discussing Club,Basketball,Soccer,Swimming,Volleyball,Cricket,Handball,Tennis,Mandarin,Spanish,Queensbridge-LIC",FALSE,NA,NA,1,NA,NA,NA,NA,NA,"Basketball,Handball,Soccer,Swimming,Tennis,Volleyball,Basketball,Tennis,Volleyball,Cricket,Basketball,Soccer,Swimming,Volleyball,Cricket,Handball,Tennis","Intensive English as a New Language and Bilingual Programs, Orchestra, Chorus, Advanced Visual Art Program, Advanced Placement, SAT Prep, Math Team",1,,0.68000001,"Newcomers is internationally recognized for the exceptional quality of teaching, learning, and support services for English Language Learners offered at the school. The outstanding educational program provides a pathway for newly arrived students to pursue their academic dreams. Recognizing that students initially face challenges when transitioning to a new educational, social, linguistic, and cultural setting, one essential component of the school is an orientation program that begins on the first day. The program eases the transition to a new school and assists students in acquiring necessary survival skills, from learning about the subway system to adopting key phrases to help them function in their daily lives."
30Q575,program1,Academic Humanities,12,9,NA,"Focus is on the humanities, literature, writing, and American history, and also offers a full range of math and science courses. All students take Senior Thesis, a college preparatory research and writing class as well.",Priority to Queens students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Academy of American Studies,NA,"28-04 41st Avenue, Long Island City NY 11101 (40.751144,-73.937564)",www.academyofamericanstudies.com,1025,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/18584,NA,NA,NA,NA,NA,NA,to Queens residents,12,40.751144,-73.937564,0,No ELL Programs,Humanities & Interdisciplinary,Q71A,Q71A Academic Humanities,Animal Cares Club Anime Club Arab Culture Club Art Club Baseball Club Basketball Club Big Sib Freshmen Orientation Chess Team Culinary Club Debate Team Environmental Club Glamour Gals Greek Club GSA (Gay Straight Alliance) Cheesy Llama Improv Society Key Club K-Pop Club Latino Culture Club Math Club Model United Nations Music Club Muslim Student Association On My Bookshelf: Book Club Photography Club Physics/Chemistry Club The Safe Place Senior Committee Sister's Keeper Soccer Club Softball Club Southeast Asian Club Student Government We Empower We the Writers: Literary Magazine Yearbook YUP/SEE,Boys Bowling Team,"French, Spanish",Queensbridge-LIC,"30Q575,Academy of American Studies,Humanities & Interdisciplinary,Animal Cares Club Anime Club Arab Culture Club Art Club Baseball Club Basketball Club Big Sib Freshmen Orientation Chess Team Culinary Club Debate Team Environmental Club Glamour Gals Greek Club GSA (Gay Straight Alliance) Cheesy Llama Improv Society Key Club K-Pop Club Latino Culture Club Math Club Model United Nations Music Club Muslim Student Association On My Bookshelf: Book Club Photography Club Physics/Chemistry Club The Safe Place Senior Committee Sister's Keeper Soccer Club Softball Club Southeast Asian Club Student Government We Empower We the Writers: Literary Magazine Yearbook YUP/SEE,Boys Bowling Team,French,Spanish,Queensbridge-LIC",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Soccer,Volleyball,Basketball,Bowling,Cross Country,Flag Football,Soccer,Softball,Volleyball,Stunt,Boys Bowling Team","College preparatory, rigorous, enriched academic program across all four years including traditional coursework and online learning to support growth.",1,100% of offers went to this group,0.97000003,"Our college preparatory school focuses on American history and its interdisciplinary connections. Students learn in a supportive environment, allowing them to grow socially, emotionally, and academically. As the flagship high school of the Gilder Lehrman Institute of American History, we provide insights into America's history through a rigorous curriculum that includes study in art, music (with a focus on opera), theater, and journalism. Our Advanced Placement (AP) program and partnerships with CUNY and St. John's University allow students to earn college credits. Our curriculum is enriched with trips to historical sites, the theater, and the opera, as well as community service, sports, and additional activities."
30Q575,program2,Intensive Academic Humanities,20,7,NA,"Focus is on the humanities, literature, writing, and American history, and also offers a full range of math and science courses. All students take Senior Thesis, a college preparatory research and writing class as well.",Priority to Queens students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 35%,2018-19 Final Grades - 20%,2019-20 Marking Period Grades - 45%,NA,NA,Academy of American Studies,NA,"28-04 41st Avenue, Long Island City NY 11101 (40.751144,-73.937564)",www.academyofamericanstudies.com,1025,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/18584,2018-19 ELA/Math State Test Scores,2018-19 Final Grades,2019-20 Marking Period Grades,NA,NA,TRUE,to Queens residents,20,40.751144,-73.937564,0,No ELL Programs,Humanities & Interdisciplinary,Q71B,Q71B Intensive Academic Humanities,Animal Cares Club Anime Club Arab Culture Club Art Club Baseball Club Basketball Club Big Sib Freshmen Orientation Chess Team Culinary Club Debate Team Environmental Club Glamour Gals Greek Club GSA (Gay Straight Alliance) Cheesy Llama Improv Society Key Club K-Pop Club Latino Culture Club Math Club Model United Nations Music Club Muslim Student Association On My Bookshelf: Book Club Photography Club Physics/Chemistry Club The Safe Place Senior Committee Sister's Keeper Soccer Club Softball Club Southeast Asian Club Student Government We Empower We the Writers: Literary Magazine Yearbook YUP/SEE,Boys Bowling Team,"French, Spanish",Queensbridge-LIC,"30Q575,Academy of American Studies,Humanities & Interdisciplinary,Animal Cares Club Anime Club Arab Culture Club Art Club Baseball Club Basketball Club Big Sib Freshmen Orientation Chess Team Culinary Club Debate Team Environmental Club Glamour Gals Greek Club GSA (Gay Straight Alliance) Cheesy Llama Improv Society Key Club K-Pop Club Latino Culture Club Math Club Model United Nations Music Club Muslim Student Association On My Bookshelf: Book Club Photography Club Physics/Chemistry Club The Safe Place Senior Committee Sister's Keeper Soccer Club Softball Club Southeast Asian Club Student Government We Empower We the Writers: Literary Magazine Yearbook YUP/SEE,Boys Bowling Team,French,Spanish,Queensbridge-LIC",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Soccer,Volleyball,Basketball,Bowling,Cross Country,Flag Football,Soccer,Softball,Volleyball,Stunt,Boys Bowling Team","College preparatory, rigorous, enriched academic program across all four years including traditional coursework and online learning to support growth.",2,100% of offers went to this group,0.97000003,"Our college preparatory school focuses on American history and its interdisciplinary connections. Students learn in a supportive environment, allowing them to grow socially, emotionally, and academically. As the flagship high school of the Gilder Lehrman Institute of American History, we provide insights into America's history through a rigorous curriculum that includes study in art, music (with a focus on opera), theater, and journalism. Our Advanced Placement (AP) program and partnerships with CUNY and St. John's University allow students to earn college credits. Our curriculum is enriched with trips to historical sites, the theater, and the opera, as well as community service, sports, and additional activities."
30Q580,program1,International Baccalaureate Program,40,9,NA,"Pre IB Diploma Programme and Diploma Programme for achievement in math, science, technology, humanities, arts, foreign language, and community service requirement.",Priority to continuing 8th graders,Then to Queens students or residents,Then to New York City residents,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 10%,2019-20 Marking Period Grades - 50%,NA,NA,Baccalaureate School for Global Education,NA,"34-12 36th Avenue, Astoria NY 11106 (40.754975,-73.926977)",www.bsge.org,557,NA,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15911,2018-19 ELA/Math State Test Scores,2018-19 Final Grades,2019-20 Marking Period Grades,NA,NA,TRUE,to continuing 8th graders,40,40.754975,-73.926977,0,No ELL Programs,Humanities & Interdisciplinary,Q41A,Q41A International Baccalaureate Program,,,"French, Mandarin, Spanish",Queensbridge-LIC,"30Q580,Baccalaureate School for Global Education,Humanities & Interdisciplinary,French,Mandarin,Spanish,Queensbridge-LIC",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Basketball,Soccer,Basketball,Soccer,Softball",Authorized by the International Baccalaureate (IB) Organization to offer the Diploma Programme,1,26% of offers went to this group,0.98000002,"The Baccalaureate School for Global Education (BSGE) is authorized by the International Baccalaureate (IB) Organization to offer the Diploma Programme, a challenging college preparatory course of study that meets the needs of highly motivated students enabling them to succeed in post-secondary institutions. We expect all students who complete our course of study to be candidates for the IB Diploma. Our student body is comprised of an ethnically diverse and economically varied population. BSGE students learn in an environment that encourages inquiry as well as intellectual and social development. Our school community is committed to fostering learning opportunities enriched with global understanding and a sense of social responsibility."
31R028,program1,The Eagle Academy for Young Men of Staten Island,1,2,Open only to Male-Identified students,A humanities-based approach to excellence in all subject areas.,Priority to continuing 8th graders,Then to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,"Eagle Academy for Young Men of Staten Island, The",NA,"101 Warren Street, Staten Island NY 10304 (40.620443,-74.080695)",https://eaglestatenisland.org/,306,NA,Not Accessible,https://www.myschools.nyc/en/schools/high-school/19134,NA,NA,NA,NA,NA,NA,to continuing 8th graders,1,40.620443,-74.080695,0,No ELL Programs,Humanities & Interdisciplinary,R28L,R28L The Eagle Academy for Young Men of Staten Island,,,Spanish,Stapleton-Rosebank,"31R028,Eagle Academy for Young Men of Staten Island,The,Humanities & Interdisciplinary,Spanish,Stapleton-Rosebank",FALSE,NA,1,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Football,Handball,Indoor Track,Lacrosse,Outdoor Track,Soccer,Swimming,Tennis,Volleyball,Wrestling,Basketball,Bowling,Cross Country,Golf,Gymnastics,Handball,Indoor Track,Lacrosse,Outdoor Track,Rugby,Soccer,Softball,Swimming,Tennis,Volleyball,Wrestling,Double Dutch,Golf",Eagle's Honors Program,1,81% of offers went to this group,NA,"The Eagle Academy for Young Men of Staten Island is an all-male college preparatory school (grades 6-12) that educates and develops young men to be future leaders. We recognize the diversity within our learning community and respect the individuality of each scholar. We are committed to providing 21st century technology, fostering intellectual development, establishing self-esteem, and encouraging personal responsibility. We realize the need for all students to become independent, lifelong learners prepared to successfully meet the demands of a changing world and as such our entire approach is focused around instilling five core values in our scholars: Confidence, Leadership, Effort, Academic Excellence, and Resilience."
31R047,program1,CSI High School for International Studies,15,6,NA,"CSI is rated a Well Developed school (NYCDOE Quality Review) featured on the prestigious 2016 Newsweek America's Top High Schools listings, NY Post's 2017 TOP 25 Best High Schools, and 2017/18 Blue Ribbon Nominated School. Accountability to quality of work, class participation, and sharp communication skills is heavily emphasized across the curriculum. Students have access to honors, AP class offerings, and college classes as they progress. All student work is carefully graded and assessed.","Priority to Districts 20, 21, and 31 students or residents",Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,CSI High School for International Studies,NA,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",csihighschool.org,487,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16121,NA,NA,NA,NA,NA,NA,Other,15,40.581958,-74.159343,0,No ELL Programs,Humanities & Interdisciplinary,R01R,R01R CSI High School for International Studies,,,"Mandarin, Spanish",Todt Hill-Heartland Village,"31R047,CSI High School for International Studies,Humanities & Interdisciplinary,Mandarin,Spanish,Todt Hill-Heartland Village",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Fencing,Indoor Track,Soccer,Tennis,Wrestling,Basketball,Cross Country,Fencing,Flag Football,Outdoor Track,Soccer,Softball,Tennis,Volleyball,Wrestling","College courses with CUNY College of Staten Island, and some tuition waivers.",1,100% of offers went to this group,1,"Our challenging and academically demanding program is designed around college preparedness & aligned to Next Generation Standards. High standards, rigor, & global themes are infused throughout subjects. Exceptionally high standards around student conduct, school tone, and academic citizenship are strictly maintained. Students are required to present comprehensive portfolios and engage in summer research projects. Teachers work to challenge students' thinking, build student ownership of learning, and prepare students for college. Students have opportunities to travel & foster cross-cultural learning. All students must undertake at least 3 years of world language, including; Mandarin Chinese or Spanish, building global competence."
31R064,program1,Gaynor McCown Expeditionary Learning School,6,5,NA,"Our school partners with NYC Outward Bound Schools and EL Education to offer student-centered learning, focused around case studies and expeditions, that incorporate fieldwork, products presented to authentic audiences, and service learning opportunities. We expect students to uphold our character traits of creativity, honesty, humor, respect, and responsibility. Students are part of a Crew that provides social and emotional support, opportunities for community service and academic tracking.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Gaynor McCown Expeditionary Learning School,NA,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",http://www.gaynormccownels.org/,420,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19140,NA,NA,NA,NA,NA,NA,to Staten Island residents,6,40.582058,-74.159243,1,No ELL Programs,Humanities & Interdisciplinary,R55A,R55A Gaynor McCown Expeditionary Learning School,,,Spanish,Todt Hill-Heartland Village,"31R064,Gaynor McCown Expeditionary Learning School,Humanities & Interdisciplinary,Spanish,Todt Hill-Heartland Village",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Cross Country,Fencing,Indoor Track,Soccer,Tennis,Wrestling,Basketball,Cross Country,Fencing,Flag Football,Outdoor Track,Soccer,Softball,Tennis,Volleyball,Wrestling","NYC Outward Bound Schools: In-depth expeditions that incorporate real-world connections, project-based learning, and authentic audiences.",1,100% of offers went to this group,0.93000001,"McCown is a college preparatory school partnering with NYC Outward Bound Schools and EL Education to offer challenging student-centered learning focused around case studies and expeditions that incorporate fieldwork and conclude with projects presented to authentic audiences along with service learning opportunities.  We offer a small, personal environment which allows McCown to highlight each student's unique gifts, talents and creativity in pursuit of mastery of NYS Standards.  We expect students to uphold our character traits of citizenship, integrity, perseverance, respect, and responsibility, wear our uniform, and complete 100 hours of community service by graduation."
31R080,program1,Comprehensive Academic,5,5,Open only to Staten Island students or residents.,Comprehensive academic curriculum with an emphasis on performing arts and technology.,Priority to continuing 8th graders,Then to Staten Island students or residents,NA,NA,NA,NA,NA,NA,NA,"Michael J. Petrides School, The",NA,"715 Ocean Terrace, Staten Island NY 10301 (40.607637,-74.105883)",Petridesschool.com,1338,"College Trips,Online Grading System",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18694,NA,NA,NA,NA,NA,NA,to continuing 8th graders,5,40.607637,-74.105883,0,No ELL Programs,Humanities & Interdisciplinary,R15J,R15J Comprehensive Academic,"Astronomy Club, Billion Oyster Project Club, Community Affairs Project(C.A.P.), Cheerleading, Chess Club, Cooking Club, Council For Unity (CFU), Craft Club, Habitat For Humanity, History Club, Italian Club, LGBTQ Club, Math Team, Media and Technology Club, My Brothers Keeper, My Sisters Keeper, National Honor Society, Newspaper, Petrides against Cancer Society (PACS), Passport Club, Step Team, Spoken Word, Student Government, Yearbook, SING, Spring Musical, Winter Concert, Spring Concert, Art Show",,"Italian, Spanish",Todt Hill-Heartland Village,"31R080,Michael J. Petrides School,The,Humanities & Interdisciplinary,Astronomy Club,Billion Oyster Project Club,Community Affairs Project(C.A.P.),Cheerleading,Chess Club,Cooking Club,Council For Unity (CFU),Craft Club,Habitat For Humanity,History Club,Italian Club,LGBTQ Club,Math Team,Media and Technology Club,My Brothers Keeper,My Sisters Keeper,National Honor Society,Newspaper,Petrides against Cancer Society (PACS),Passport Club,Step Team,Spoken Word,Student Government,Yearbook,SING,Spring Musical,Winter Concert,Spring Concert,Art Show,Italian,Spanish,Todt Hill-Heartland Village",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Baseball,Basketball,Bowling,Cross Country,Fencing,Football,Handball,Indoor Track,Outdoor Track,Soccer,Swimming,Tennis,Wrestling,Basketball,Bowling,Golf,Lacrosse,Soccer,Softball,Swimming,Volleyball,Golf","Specialized academies include: Career Exploration and Entrepreneurship Academy, Creative Arts Academy, Science - Technology - Engineering & Mathematics Academy, and Social Sciences & Language Academy",1,27% of offers went to this group,0.94999999,"Petrides is a comprehensive college preparatory school that offers a wide array of academic opportunities. Our students are challenged to their maximum potential and are encouraged to meet and exceed the standards in all subject areas. What separates Petrides is not only its level of academic excellence, but its strong sense of community and family. Our small, intimate setting allows students to grow both academically and socially."
